Topic,Question,Answer
Computer Networks,What is a subnet?,"A subnet is a logically visible subdivision of an IP network."
Computer Networks,What is DNS?,"DNS (Domain Name System) translates domain names into IP addresses."
Computer Networks,What is HTTP?,"HTTP (Hypertext Transfer Protocol) is an application protocol for distributed, collaborative, hypermedia information systems."
Computer Networks,What is HTTPS?,"HTTPS (Hypertext Transfer Protocol Secure) is an extension of HTTP that provides secure communication."
Computer Networks,What is a LAN?,"A LAN (Local Area Network) is a network that connects computers within a limited area."
Computer Networks,What is a WAN?,"A WAN (Wide Area Network) is a telecommunications network that extends over a large geographical area."
Computer Networks,What is a network topology?,"Network topology is the arrangement of different elements (links, nodes, etc.) in a computer network."
Computer Networks,What is packet switching?,"Packet switching is a method of grouping data that is transmitted over a digital network into packets."
Computer Networks,What is a network protocol stack?,"A network protocol stack is a set of network protocols that work together to facilitate communication."
Data Structure and Algorithms,What is a data structure?,"A data structure is a particular way of organizing and storing data in a computer."
Data Structure and Algorithms,What is an algorithm?,"An algorithm is a step-by-step procedure or formula for solving a problem."
Data Structure and Algorithms,What is an array?,"An array is a collection of items stored at contiguous memory locations."
Data Structure and Algorithms,What is a linked list?,"A linked list is a linear data structure where each element is a separate object."
Data Structure and Algorithms,What is a stack?,"A stack is a linear data structure that follows the Last In First Out (LIFO) principle."
Data Structure and Algorithms,What is a queue?,"A queue is a linear data structure that follows the First In First Out (FIFO) principle."
Data Structure and Algorithms,What is a binary tree?,"A binary tree is a tree data structure in which each node has at most two children."
Data Structure and Algorithms,What is a graph?,"A graph is a collection of nodes connected by edges."
Data Structure and Algorithms,What is a hash table?,"A hash table is a data structure that implements an associative array abstract data type."
Data Structure and Algorithms,What is recursion?,"Recursion is a method of solving a problem where the solution depends on solutions to smaller instances of the same problem."
Data Structure and Algorithms,What is dynamic programming?,"Dynamic programming is a method for solving complex problems by breaking them down into simpler subproblems."
Data Structure and Algorithms,What is a sorting algorithm?,"A sorting algorithm is a method for reorganizing a collection of items into a specified order."
Data Structure and Algorithms,What is a search algorithm?,"A search algorithm is a method for finding a particular item in a collection."
Data Structure and Algorithms,What is a tree traversal?,"Tree traversal is the process of visiting all the nodes in a tree data structure."
Data Structure and Algorithms,What is big O notation?,"Big O notation is a mathematical notation used to describe the upper bound of the performance of an algorithm."
Data Structure and Algorithms,What is a binary search?,"A binary search is a search algorithm that finds the position of a target value within a sorted array."
Data Structure and Algorithms,What is a breadth-first search?,"A breadth-first search is an algorithm for traversing or searching tree or graph data structures."
Data Structure and Algorithms,What is a depth-first search?,"A depth-first search is an algorithm for traversing or searching tree or graph data structures that goes as deep as possible."
Data Structure and Algorithms,What is a balanced tree?,"A balanced tree is a tree structure where the height is kept to a minimum to ensure efficiency."
Data Structure and Algorithms,What is a heap?,"A heap is a special tree-based data structure that satisfies the heap property."
Artificial Intelligence,What is artificial intelligence?,"Artificial intelligence is the simulation of human intelligence processes by machines."
Artificial Intelligence,What is machine learning?,"Machine learning is a subset of AI that enables systems to learn from data and improve from experience."
Artificial Intelligence,What is deep learning?,"Deep learning is a subset of machine learning that uses neural networks with many layers."
Artificial Intelligence,What is natural language processing?,"Natural language processing is a field of AI that focuses on the interaction between computers and humans through natural language."
Artificial Intelligence,What is a neural network?,"A neural network is a series of algorithms that mimic the operations of a human brain to recognize relationships in data."
Artificial Intelligence,What is reinforcement learning?,"Reinforcement learning is a type of machine learning where an agent learns to make decisions by receiving rewards or penalties."
Artificial Intelligence,What is supervised learning?,"Supervised learning is a type of machine learning where the model is trained on labeled data."
Artificial Intelligence,What is unsupervised learning?,"Unsupervised learning is a type of machine learning where the model learns patterns from unlabeled data."
Artificial Intelligence,What is overfitting?,"Overfitting is a modeling error that occurs when a model is too complex and captures noise instead of the underlying pattern."
Artificial Intelligence,What is underfitting?,"Underfitting occurs when a model is too simple and fails to capture the underlying trend of the data."
Artificial Intelligence,What is a decision tree?,"A decision tree is a flowchart-like structure that uses a tree-like graph or model of decisions."
Artificial Intelligence,What is a support vector machine?,"A support vector machine is a supervised learning model used for classification and regression analysis."
Artificial Intelligence,What is a genetic algorithm?,"A genetic algorithm is a search heuristic that mimics the process of natural selection."
Artificial Intelligence,What is clustering?,"Clustering is the task of grouping a set of objects in such a way that objects in the same group are more similar than those in other groups."
Artificial Intelligence,What is a chatbot?,"A chatbot is a software application designed to conduct a conversation with human users."
Artificial Intelligence,What is feature selection?,"Feature selection is the process of selecting a subset of relevant features for model construction."
Artificial Intelligence,What is a dataset?,"A dataset is a collection of data, usually organized in a tabular format."
Artificial Intelligence,What is bias in machine learning?,"Bias in machine learning refers to the error introduced by approximating a real-world problem with a simplified model."
Artificial Intelligence,What is an epoch in machine learning?,"An epoch is one complete pass through the entire training dataset."
Artificial Intelligence,What is a hyperparameter?,"A hyperparameter is a parameter whose value is set before the learning process begins."
Machine Learning,What is machine learning?,"Machine learning is a subset of artificial intelligence that enables systems to learn from data and improve from experience."
Machine Learning,What is supervised learning?,"Supervised learning is a type of machine learning where the model is trained on labeled data."
Machine Learning,What is unsupervised learning?,"Unsupervised learning is a type of machine learning where the model learns patterns from unlabeled data."
Machine Learning,What is reinforcement learning?,"Reinforcement learning is a type of machine learning where an agent learns to make decisions by receiving rewards or penalties."
Machine Learning,What is a neural network?,"A neural network is a series of algorithms that mimic the operations of a human brain to recognize relationships in data."
Machine Learning,What is a training dataset?,"A training dataset is a subset of data used to train a model."
Machine Learning,What is a testing dataset?,"A testing dataset is a subset of data used to evaluate the performance of a model."
Machine Learning,What is overfitting?,"Overfitting is a modeling error that occurs when a model is too complex and captures noise instead of the underlying pattern."
Machine Learning,What is underfitting?,"Underfitting occurs when a model is too simple and fails to capture the underlying trend of the data."
Machine Learning,What is cross-validation?,"Cross-validation is a technique for assessing how the results of a statistical analysis will generalize to an independent dataset."
Machine Learning,What is a feature?,"A feature is an individual measurable property or characteristic used by a model."
Machine Learning,What is a label?,"A label is the output variable that the model aims to predict."
Machine Learning,What is a hyperparameter?,"A hyperparameter is a parameter whose value is set before the learning process begins."
Machine Learning,What is a model?,"A model is the output of a machine learning algorithm that can make predictions based on input data."
Machine Learning,What is a confusion matrix?,"A confusion matrix is a table used to evaluate the performance of a classification model."
Machine Learning,What is precision?,"Precision is the ratio of correctly predicted positive observations to the total predicted positives."
Machine Learning,What is recall?,"Recall is the ratio of correctly predicted positive observations to all actual positives."
Machine Learning,What is F1 score?,"The F1 score is the harmonic mean of precision and recall."
Machine Learning,What is gradient descent?,"Gradient descent is an optimization algorithm used to minimize a function by iteratively moving towards the steepest descent."
Machine Learning,What is a decision tree?,"A decision tree is a flowchart-like structure that uses a tree-like graph or model of decisions."
Machine Learning,What is K-means clustering?,"K-means clustering is an unsupervised learning algorithm used to partition data into K distinct clusters."
Operating Systems,What is an operating system?,"An operating system is system software that manages computer hardware and software resources."
Operating Systems,What are the functions of an operating system?,"The functions of an operating system include managing hardware, providing a user interface, managing files, and controlling system resources."
Operating Systems,What is a process?,"A process is a program in execution."
Operating Systems,What is a thread?,"A thread is the smallest unit of processing that can be scheduled by an operating system."
Operating Systems,What is a deadlock?,"A deadlock is a situation in which two or more processes are unable to proceed because each is waiting for the other to release resources."
Operating Systems,What is a semaphore?,"A semaphore is a synchronization mechanism used to control access to a common resource."
Operating Systems,What is virtual memory?,"Virtual memory is a memory management capability that allows the execution of processes that may not be completely in memory."
Operating Systems,What is a file system?,"A file system is a method and data structure that the operating system uses to manage files on a disk."
Operating Systems,What is multitasking?,"Multitasking is the ability of an operating system to execute multiple tasks simultaneously."
Operating Systems,What is paging?,"Paging is a memory management scheme that eliminates the need for contiguous allocation of physical memory."
Operating Systems,What is a kernel?,"The kernel is the core component of an operating system that manages system resources."
Operating Systems,What is a system call?,"A system call is a programmatic way in which a computer program requests a service from the operating system."
Operating Systems,What is a driver?,"A driver is software that allows the operating system to communicate with hardware devices."
Operating Systems,What is an API?,"An API (Application Programming Interface) is a set of rules and protocols for building and interacting with software applications."
Operating Systems,What is a user interface?,"A user interface is the space where interactions between humans and machines occur."
Operating Systems,What is process scheduling?,"Process scheduling is the method by which an operating system decides which process to execute at any given time."
Operating Systems,What is a context switch?,"A context switch is the process of storing and restoring the state of a CPU so that multiple processes can share a single CPU resource."
Operating Systems,What is a service?,"A service is a program that runs in the background to perform tasks on behalf of users."
Operating Systems,What is resource allocation?,"Resource allocation is the process of distributing resources among various tasks in an efficient manner."
Programming Language and Logic,What is a programming language?,"A programming language is a formal set of instructions that can be used to produce various kinds of output, including software applications."
Programming Language and Logic,What is the difference between a compiled and an interpreted language?,"A compiled language is translated into machine code before execution, while an interpreted language is executed line-by-line at runtime."
Programming Language and Logic,What is a variable?,"A variable is a symbolic name associated with a value and whose associated value may be changed."
Programming Language and Logic,What is a constant?,"A constant is a value that cannot be altered by the program during its execution."
Programming Language and Logic,What is a data type?,"A data type is a classification that specifies which type of value a variable can hold, such as integer, float, or string."
Programming Language and Logic,What is a function?,"A function is a block of reusable code that performs a specific task."
Programming Language and Logic,What is recursion?,"Recursion is a technique in programming where a function calls itself in order to solve a problem."
Programming Language and Logic,What is a loop?,"A loop is a programming construct that repeats a group of instructions until a specified condition is met."
Programming Language and Logic,What is an array?,"An array is a collection of items stored at contiguous memory locations."
Programming Language and Logic,What is a stack?,"A stack is a data structure that follows the Last In First Out (LIFO) principle."
Programming Language and Logic,What is a queue?,"A queue is a data structure that follows the First In First Out (FIFO) principle."
Programming Language and Logic,What is a syntax error?,"A syntax error occurs when the code does not conform to the rules of the programming language."
Programming Language and Logic,What is semantic error?,"A semantic error occurs when the logic of the program is incorrect, even though the syntax is correct."
Programming Language and Logic,What is an object?,"An object is an instance of a class that contains data and methods related to that data."
Programming Language and Logic,What is a class?,"A class is a blueprint for creating objects in object-oriented programming."
Programming Language and Logic,What is inheritance?,"Inheritance is a mechanism in object-oriented programming that allows a new class to inherit properties and methods from an existing class."
Programming Language and Logic,What is polymorphism?,"Polymorphism is the ability of different classes to be treated as instances of the same class through a common interface."
Programming Language and Logic,What is a library?,"A library is a collection of precompiled routines that a program can use."
Programming Language and Logic,What is an algorithm?,"An algorithm is a step-by-step procedure for solving a problem or completing a task."
Programming Language and Logic,What is debugging?,"Debugging is the process of identifying and removing errors from computer software."
Object Oriented Programming (OOPS),What is object-oriented programming?,"Object-oriented programming is a programming paradigm based on the concept of 'objects', which can contain data and code."
Object Oriented Programming (OOPS),What is a class?,"A class is a blueprint for creating objects that encapsulates data for the object."
Object Oriented Programming (OOPS),What is an object?,"An object is an instance of a class that contains attributes and methods."
Object Oriented Programming (OOPS),What is encapsulation?,"Encapsulation is the bundling of data and methods that operate on that data within one unit, or class."
Object Oriented Programming (OOPS),What is inheritance?,"Inheritance is a mechanism where a new class derives properties and behavior from an existing class."
Object Oriented Programming (OOPS),What is polymorphism?,"Polymorphism allows methods to do different things based on the object it is acting upon."
Object Oriented Programming (OOPS),What is abstraction?,"Abstraction is the concept of hiding complex implementation details and exposing only the necessary features."
Object Oriented Programming (OOPS),What is a constructor?,"A constructor is a special method that is automatically called when an object is created."
Object Oriented Programming (OOPS),What is a destructor?,"A destructor is a method that is called when an object is deleted or goes out of scope."
Object Oriented Programming (OOPS),What is method overloading?,"Method overloading allows multiple methods in the same class to have the same name with different parameters."
Object Oriented Programming (OOPS),What is method overriding?,"Method overriding allows a subclass to provide a specific implementation of a method that is already defined in its superclass."
Object Oriented Programming (OOPS),What is a superclass?,"A superclass is the class from which a subclass inherits."
Object Oriented Programming (OOPS),What is a subclass?,"A subclass is a class that inherits from another class, known as the superclass."
Object Oriented Programming (OOPS),What is a member function?,"A member function is a function that is defined within a class and operates on the class's data."
Object Oriented Programming (OOPS),What is a data member?,"A data member is a variable that is defined within a class."
Object Oriented Programming (OOPS),What is composition?,"Composition is a design principle where a class is made up of one or more objects from other classes."
Object Oriented Programming (OOPS),What is aggregation?,"Aggregation is a special form of association where one class is a part of another class."
Object Oriented Programming (OOPS),What is a static method?,"A static method belongs to the class rather than any object instance and can be called without creating an instance of the class."
Object Oriented Programming (OOPS),What is a dynamic binding?,"Dynamic binding is the process of linking a procedure call to the code to be executed in response to the call at runtime."
Object Oriented Programming (OOPS),What is a final class?,"A final class is a class that cannot be subclassed or extended."
Cloud Computing,What is cloud computing?,"Cloud computing is the delivery of computing services over the internet, including storage, processing, and applications."
Cloud Computing,What are the main service models of cloud computing?,"The main service models are Infrastructure as a Service (IaaS), Platform as a Service (PaaS), and Software as a Service (SaaS)."
Cloud Computing,What is IaaS?,"Infrastructure as a Service (IaaS) provides virtualized computing resources over the internet."
Cloud Computing,What is PaaS?,"Platform as a Service (PaaS) provides a platform allowing customers to develop, run, and manage applications without the complexity of building and maintaining the infrastructure."
Cloud Computing,What is SaaS?,"Software as a Service (SaaS) delivers software applications over the internet on a subscription basis."
Cloud Computing,What is a private cloud?,"A private cloud is a cloud environment dedicated to a single organization, offering more control and security."
Cloud Computing,What is a public cloud?,"A public cloud is a cloud environment that provides services to multiple organizations over the internet."
Cloud Computing,What is a hybrid cloud?,"A hybrid cloud combines private and public clouds, allowing data and applications to be shared between them."
Cloud Computing,What is cloud storage?,"Cloud storage is a model of computer data storage where the digital data is stored in logical pools."
Cloud Computing,What is virtualization?,"Virtualization is the creation of a virtual version of something, such as a server or storage device."
Cloud Computing,What is a cloud service provider (CSP)?,"A cloud service provider is a company that offers cloud computing services to individuals or businesses."
Cloud Computing,What is elasticity in cloud computing?,"Elasticity is the ability to automatically adjust resources based on demand."
Cloud Computing,What is scalability?,"Scalability is the capability of a system to handle a growing amount of work or its potential to be enlarged to accommodate that growth."
Cloud Computing,What is serverless computing?,"Serverless computing is a cloud-computing execution model where the cloud provider dynamically manages the allocation of machine resources."
Cloud Computing,What is multi-tenancy?,"Multi-tenancy is a cloud computing architecture where a single instance of a software application serves multiple customers."
Cloud Computing,What is data sovereignty?,"Data sovereignty refers to the concept that data is subject to the laws and governance of the country in which it is collected."
Cloud Computing,What is a cloud security model?,"A cloud security model encompasses the set of security measures, policies, and processes that protect data and applications in the cloud."
Cloud Computing,What is a service level agreement (SLA)?,"A service level agreement is a contract between a service provider and a customer that outlines the expected level of service."
Cloud Computing,What are APIs in cloud computing?,"APIs (Application Programming Interfaces) are sets of protocols and tools for building software and applications that allow different systems to communicate."
Cloud Computing,What is cloud orchestration?,"Cloud orchestration is the automated management of interconnected services and applications in the cloud."
